"Id","Nombre por defecto","Descripción por defecto","Nombre Español (🇪🇸)","Descripción Español (🇪🇸)","Nombre English (🇬🇧)","Descripción English (🇬🇧)","Nombre Française (🇫🇷)","Descripción Française (🇫🇷)","Nombre Deutsch (🇩🇪)","Descripción Deutsch (🇩🇪)","Nombre Italiano (🇮🇹)","Descripción Italiano (🇮🇹)","Nombre Português (🇵🇹)","Descripción Português (🇵🇹)","Nombre Netherlands (🇳🇱)","Descripción Netherlands (🇳🇱)","Nombre Catalán (🇪)","Descripción Catalán (🇪)","Nombre Chino (🇨)","Descripción Chino (🇨)"
"1ca764ff-ffa1-4ef3-8e42-776384db44c2","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"dbd6e744-3ea6-49c9-9a11-3c1a1e2d4a75","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"e2b9c38c-7ba5-460d-8739-da5b36066a58","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"4e641d36-aa69-486a-95b9-017751a29ae8","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"81a034bc-2020-4bfe-b2e7-f1987e3e7acd","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"52e27e69-e954-46fc-8e55-6a1c36744997","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"b0f91029-6fff-4a34-9f93-89a8f5351df1","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"9a12c8c9-f0b7-4ab6-ae40-19f136b3ff4b","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"fc0ffeed-5c8f-4e1b-a7e3-b84f709353f8","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"319c14cd-e66e-48e8-b8e1-ec2874944bd3","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"ae4d5a70-7035-4e4f-a99f-b4a403cea9c9","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"2f5f173b-a8d0-4a98-be07-c4d2bf1f2585","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"64fecd91-64de-4487-974c-aa8a12030824","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"d15b79ed-837a-4798-85c8-01b695f9dcfa","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"3db278b1-aafe-4f11-8b04-6fa101652967","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"a531f118-6d6b-460a-9df8-d581fd0b3a97","Nuevo complemento","","Nuevo complemento","","New plugin","","","","Neues Plugin","","","","","","","","Nou complement","","",""
"9790a8f8-63a0-451c-acac-d9e378c1011b","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"66a2ed54-cdff-4b65-baf8-e63799298037","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"dc1da379-f7f4-4109-860f-c9d809c55270","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"bbdf7248-c3cd-4c73-966b-6bef61d18b4b","Opciones de Bebida","","Opciones de Bebida","","Drink Options","","","","Getränkeoptionen","","","","","","","","Opcions de Beguda","","",""
"3c4ae207-ce54-4bc7-b23c-634b6a298ac8","Opciones de Bebida","","Opciones de Bebida","","Drink Options","","","","Getränkeoptionen","","","","","","","","Opcions de Beguda","","",""
"a81db959-26c6-48c0-9ed8-c0d39b46f5ed","Opciones de Bebida","","","","","","","","","","","","","","","","","","",""
"42a65429-3d06-4853-84cc-c8e41a4a169b","Opciones de Bebida","","","","","","","","","","","","","","","","","","",""
"28ce924f-bde6-4346-a483-3b0260ac1fbe","Opciones de Pan","","Opciones de Pan","","Bread Options","","","","Brotoptionen","","","","","","","","Opcions de Pa","","",""
"e288dbfd-940b-492f-976a-c44a90fc0ad6","Opciones de Pan","","Opciones de Pan","","Bread Options","","","","Brotoptionen","","","","","","","","Opcions de Pa","","",""
"ada8cc5f-5c04-4765-ba50-bcb1a90bc4db","Relleno","","Relleno","","Stuffed","","","","Gefüllt","","","","","","","","Farciment","","",""
"ce0f9758-4235-4c09-a64b-ac6f7ee8af57","Toppings","","Toppings","","Toppings","","","","Toppings","","","","","","","","Toppings","","",""
"6d5eab3b-a36f-43c5-8106-19b8223aedca","Toppings","","Toppings","","Toppings","","","","Toppings","","","","","","","","Toppings","","",""
"27f7d91a-2028-43a6-b72e-1a823edad263","Toppings","","Toppings","","Toppings","","","","Toppings","","","","","","","","Toppings","","",""
"331622af-a922-44e5-9033-281b1fd3cbc3","Acompañamientos","","Acompañamientos","","Accompaniments","","","","Begleitungen","","","","","","","","Acompanyaments","","",""
"b0595ecc-30e9-46ab-9210-ec0a7430d6be","Acompañamientos","","Acompañamientos","","Accompaniments","","","","Begleitungen","","","","","","","","Acompanyaments","","",""
"8edef693-b348-4fb9-9cf0-137684567ee7","Leches","","","","","","","","","","","","","","","","","","",""
"35a46cac-059c-437a-b066-79a2b9afd3c5","Leches ","","Leches ","","New plugin","","","","Neues Plugin","","","","","","","","Nou complement","","",""
"f01b5ae7-a8ca-428e-b3a2-3c607cf4900b","Nuevo complemento","","Nuevo complemento","","New plugin","","","","Neues Plugin","","","","","","","","Nou complement","","",""
"0de121ec-30e1-4c6d-8a73-cd7d239621d3","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"56a3c66a-45e4-4987-bedf-23274c1f6525","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"890c56a2-6f99-49ed-abd3-bb7de334d284","Nuevo complemento","","Nuevo complemento","","New plugin","","","","Neues Plugin","","","","","","","","Nou complement","","",""
"79d7601d-8320-4148-a9d3-878d97fa1787","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"5b7be4f1-6e64-436e-af71-c3dd2a7058c3","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"15453c77-22a9-4ac5-8238-3a366bbe3c4f","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"f14c6688-065a-4148-ab50-76afce9b73a0","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"e322c473-a0ef-4304-a489-9f87d81a1b85","Nuevo complemento","","Nuevo complemento","","New plugin","","","","Neues Plugin","","","","","","","","Nou complement","","",""
"f6c3ddbb-0a35-426e-b275-9a1e061a259a","Nuevo complemento","","Nuevo complemento","","New plugin","","","","Neues Plugin","","","","","","","","Nou complement","","",""
"7812eac9-c11b-4acb-b373-e27689881f1a","Nuevo complemento","","Nuevo complemento","","New plugin","","","","Neues Plugin","","","","","","","","Nou complement","","",""
"824849f4-073c-4ec6-b790-d41b40d32163","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"4b8c89b4-ca95-40db-ba83-c932f899a21e","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"1682ad6c-f735-4558-99b4-27a878b74efe","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"349369b0-8762-4bb4-bdf4-9aab029972b0","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"6c6cc37c-9924-4ec3-bfc5-8bf02eef9c00","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"affb6b20-8473-49d7-bb86-811cb6849ac9","Nuevo complemento","","Nuevo complemento","","New plugin","","","","Neues Plugin","","","","","","","","Nou complement","","",""
"dcf0a2bb-d242-4cc2-a7c2-7bb4c470cd63","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"c739bf59-f9fc-4e72-91ac-74f7f49ae6d3","Nuevo complemento","","Nuevo complemento","","New plugin","","","","Neues Plugin","","","","","","","","Nou complement","","",""
"ecc86b1a-e79f-4198-9cb0-167c66819268","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"caf10c3e-c190-47f8-9626-c587b232fe3a","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"d5f8d603-7439-47f7-a93f-c6a9dc457101","Sirope","","Sirope","","Syrup","","","","Sirup","","","","","","","","Xarop","","",""
"ec72f2ad-2068-43f7-ad4b-9b805df92677","Toppings","","Toppings","","Toppings","","","","Toppings","","","","","","","","Toppings","","",""
"9efde858-6174-4cb5-b9fe-3a892abf2100","toppins","","toppins","","toppins","","","","Toppins","","","","","","","","toppins","","",""
"a9b6cd35-ac04-435b-ac56-527256e61445","Bocadillo","","","","","","","","","","","","","","","","","","",""
"a912aa69-2c9b-46ed-b80d-54a12fd0fc18","Extras","","","","","","","","","","","","","","","","","","",""
"5146d460-116c-4b71-b83c-8c54d34b6d76","Ingrediente extra","","","","","","","","","","","","","","","","","","",""
"11786c4b-533e-48ec-984c-fd6f1eecc290","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"0fac0839-0c63-416e-a2e2-776b6085c7f0","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"e0fac512-618b-418a-9ed8-26b0bf0bba7e","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"8bf15053-15de-416f-a27f-4dcb2b8ceffb","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"c91b1842-a29d-4f76-aeee-c8b2125216cd","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"2c886015-7edd-4f8e-83e3-ea0cc6d90f6f","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"f953c7d5-8bb6-43e8-8237-da41eece6c11","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"bb440bc1-542e-47bc-8032-ebbbbada792f","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"dc1b68e4-9b83-40eb-8768-ae283804a57f","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"a11cc775-c474-40da-a0c7-5bfbaeb1ec43","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"cdcd3d27-ec27-45fb-b774-5406f987b1fa","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"90382593-10bc-4181-9d0a-9d7b0dc87221","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"e8f3624b-2e20-4b76-9987-bd0b0bc15885","Toping","","","","","","","","","","","","","","","","","","",""
"66c0ec5b-382e-4b64-b8e6-fa1c9cab5866","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"e23b890a-f918-4073-9dba-41c4a60dad2c","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"6e653b66-cb66-4b0a-acfd-efd363784094","Ingredientes","","Ingredientes","","Ingredients","","","","Zutaten","","","","","","","","Ingredients","","",""
"4319f009-9060-45fc-816b-fb56b9c359fd","Ingredientes","","Ingredientes","","Ingredients","","","","Zutaten","","","","","","","","Ingredients","","",""
"9bace60d-1a9a-4a4c-8d81-dea08dc60a3d","Ingredientes","","Ingredientes","","Ingredients","","","","Zutaten","","","","","","","","Ingredients","","",""
"253920cf-06e3-4892-b293-d83273a598f4","Tamaño","","Tamaño","","Size","","","","Größe","","","","","","","","Grandària","","",""
"9718a882-8a1f-4a94-92e2-17759ba3c5de","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"23ddff62-668e-4c0e-bbc5-40bbf813f0ee","Extra","","","","","","","","","","","","","","","","","","",""
"db4aeb94-6343-44a9-989d-2cce2308fa27","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"97eab2d8-5d93-4c7d-9c09-0705002ecf29","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
"32bce82e-1abc-440d-bd97-77d0ae9259d7","Ingredientes","","","","","","","","","","","","","","","","","","",""
"8d5510b0-d90d-4a84-9cd7-4fc6c3c72134","Nuevo complemento","","","","","","","","","","","","","","","","","","",""
